Employee Code,Gender,Location,Designation,Qualification,Married,Age,Left,Reason,No of Yrs in Org,Total yrs of Exp,Sourcing Channel,Avg rating last 2yrs,Avg rating this yrs,No of Promotions,Satisfaction compensation,Satisfaction benefits,Satisfaction work life balance,Satisfaction learning opportunity,Satisfaction,Hygiene seating arrangement,Hygiene egronomics,Hygiene infrastructure,Sentiment existing processes,Sentiment recently launched policies,Team performanc goal orientation,Team performanc timely delivery,Team performanc managers interpersonal issues ,Transparency channels of feedback,Transparency communication across peers,Transparency communiction with superior,Transparency newly rolled out process,Challenging organizational environment,Curiosity or Skill-will,Control,Competitive  organizational environment,Appropriate recognition,Co-operative environment,Engagement score external,Engagement score Internal,Engagement,Retention case,Avoidable vs Unavoidable (attrition),Rehire in future,Sentiment towards org
E525,Male,Chennai,RM3,PGDM/MBA_Mkt,NO,28,0,Higher Education,3.1,10.6,Walk in,3.9,NA,0,4,4,4,4,4.0,3,4,5,2,4,1,5,1,3,4,1,4,5,3,2,4,1,4,3.35,3.17,3.26,NO,NA,NO,4
E526,Male,Bangalore,RM2,PGDM/MBA_Mkt,NO,29,0,Higher Education,2.9,5.2,Online,4.3,NA,0,1,4,4,2,2.8,5,2,4,4,2,4,4,4,4,4,3,5,5,4,1,4,2,4,3.46,3.33,3.39,NO,NA,NO,2
E527,Female,Bangalore,RM1,BBA,YES,24,0,Job Environment ,2.7,2.7,Reference,3.7,NA,0,5,4,3,5,4.3,4,5,4,4,3,1,5,1,4,3,2,4,5,2,4,4,1,4,3.60,3.33,3.47,NO,NA,NO,1
E528,Male,NCR,RM1,PGDM/MBA_Mkt,YES,30,0,Higher Education,2,3.8,Reference,4.1,NA,0,4,4,4,4,4.0,5,4,5,4,1,3,5,3,4,4,4,4,5,1,2,4,1,5,3.88,3.00,3.44,NO,NA,NO,4
E529,Male,Mumbai,RM2,PGDM/MBA_Mkt,YES,28,1,,3.4,6.2,Reference,3.4,3.56,0,2,4,4,5,3.8,4,3,4,2,4,1,4,1,1,3,5,4,5,2,5,3,4,4,3.22,3.83,3.53,,,,1
E530,Female,NCR,RM3,PGDM/MBA_Mkt,NO,27,0,Better Prospects,0,13.2,IJP,NJ-16,NJ-16,0,3,4,5,4,4.0,2,3,4,4,2,5,5,2,5,5,2,2,4,5,4,4,3,1,3.59,3.50,3.54,NO,NA,NO,1
E531,Female,NCR,RM1,PGDM/MBA_Mkt,NO,29,1,,1.6,4.1,Campus,NJ-15,4.50,0,4,4,5,5,4.5,4,2,4,4,5,5,4,3,3,5,4,3,5,5,2,5,3,5,4.03,4.17,4.10,,,,4
E532,Female,Bangalore,RM5,PGDM/MBA_Mkt,YES,35,1,,2.7,28.8,IJP,4.2,4.61,0,4,3,5,4,4.0,5,1,4,4,2,5,5,3,5,5,4,1,5,5,4,4,2,5,3.76,4.17,3.97,,,,2
E533,Male,NCR,RM2,MBA(Tier 1) ,NO,24,0,Better Prospects,0,0,Agency,NJ-16,NJ-16,0,3,5,4,4,4.0,4,3,4,3,2,2,4,2,4,4,2,2,5,4,3,3,3,4,3.29,3.67,3.48,NO,NA,NO,4
E534,Male,NCR,RM2,PGDM/MBA_Mkt,YES,32,0,Job Environment ,2.9,6,Online,4.2,NA,0,4,5,4,2,3.8,4,2,4,3,4,1,4,2,3,4,5,4,5,2,2,5,4,4,3.46,3.67,3.56,NO,NA,NO,4
E535,Female,Bangalore,RM1,PGDM/MBA_Mkt,YES,32,0,Higher Education,3.8,3.8,Reference,3.4,NA,0,1,5,4,3,3.3,1,4,4,3,2,3,4,2,2,5,2,2,4,2,2,5,4,4,2.96,3.50,3.23,NO,NA,NO,1
E536,Male,NCR,RM3,PGDM/MBA_Mkt,YES,29,0,Better Prospects,3.2,13.6,Reference,4.1,NA,0,4,4,2,4,3.5,3,2,4,4,2,2,4,2,4,5,4,5,5,3,1,5,4,4,3.44,3.67,3.55,YES,UA,,2
E537,Male,NCR,RM1,PGDM/MBA_Mkt,NO,27,0,Higher Education,2.6,3,Reference,4.0,NA,0,3,5,2,5,3.8,4,4,4,1,4,5,4,1,5,5,2,2,4,2,1,5,4,1,3.51,2.83,3.17,NO,NA,NO,1
E538,Male,Bangalore,RM2,PGDM/MBA_Mkt,YES,26,0,Better Prospects,3.1,5.7,Online,4.0,NA,0,3,5,4,2,3.5,3,3,4,5,2,3,4,3,2,3,2,3,4,4,2,5,4,4,3.21,3.83,3.52,NO,NA,NO,1
E539,Male,Bangalore,RM2,PGDM/MBA_Mkt,NO,27,0,Absconding,2.5,4.9,Agency,4.0,NA,0,2,4,5,1,3.0,3,5,4,2,5,4,4,2,1,5,3,2,4,3,2,5,2,4,3.24,3.33,3.28,NO,NA,NO,3
E540,Male,Bangalore,RM4,PGDM/MBA_Mkt,NO,26,1,,2.8,22.2,IJP,3.8,3.37,0,4,5,1,3,3.3,3,5,4,4,4,4,4,5,4,3,5,4,5,4,3,5,5,4,3.82,4.33,4.08,,,,3
E541,Male,NCR,RM1,BBA,NO,25,1,,3.2,3.8,Reference,4.1,3.65,0,5,4,5,4,4.5,4,4,3,4,4,1,4,5,4,4,4,4,5,4,4,5,2,4,3.97,4.00,3.99,,,,4
E542,Female,Mumbai,RM2,MBA(Tier 1) ,NO,26,1,,1.8,1.5,Agency,NJ-15,4.80,0,5,5,5,4,4.8,4,3,4,5,1,4,4,5,2,4,4,4,3,4,3,5,3,4,3.99,3.67,3.83,,,,4
E543,Female,Chennai,RM3,PGDM/MBA_Mkt,NO,25,0,Absconding,1.9,11.7,IJP,NJ-15,NA,0,5,4,5,1,3.8,4,3,4,4,3,4,3,5,2,4,4,4,4,4,4,5,3,4,3.71,4.00,3.86,NO,NA,NO,4
E544,Male,Bangalore,RM1,PGDM/MBA_Mkt,NO,25,0,Better Prospects,1.1,2,Online,NJ-15,NA,0,5,5,3,2,3.8,1,4,4,4,4,3,4,3,4,4,4,4,5,5,4,5,3,4,3.61,4.33,3.97,NO,NA,NO,4
E545,Male,Bangalore,RM2,PGDM/MBA_Mkt,NO,26,0,Involuntary,1,6,IJP,NJ-15,NA,0,5,4,4,3,4.0,5,4,4,4,1,1,4,3,3,4,4,4,4,3,4,5,2,4,3.59,3.67,3.63,NO,NA,NO,4
E546,Male,Bangalore,RM2,PGDM/MBA_Mkt,NO,25,0,Better Prospects,1.4,5.9,Online,NJ-15,NA,0,5,4,2,1,3.0,3,5,5,4,4,2,4,4,4,5,3,3,5,4,5,5,3,4,3.57,4.33,3.95,NO,NA,NO,2
E547,Male,Mumbai,RM1,PGDM/MBA_Mkt,NO,25,1,,3.4,4.5,Reference,4.2,4.50,0,3,5,5,5,4.5,5,4,4,4,5,3,4,4,4,5,5,3,4,3,3,5,2,4,4.26,3.50,3.88,,,,3
E548,Male,Bangalore,RM3,PGDM/MBA_Mkt,YES,34,1,,2.5,9.8,Online,4.3,4.17,0,5,4,4,4,4.3,4,3,3,5,4,4,4,3,2,5,4,4,5,5,4,4,4,5,3.87,4.50,4.18,,,,3
E549,Male,Bangalore,RM1,PGDM/MBA_Mkt,YES,28,0,Higher Education,2.8,3,Online,4.2,NA,0,4,5,2,5,4.0,4,4,5,4,2,4,4,4,4,5,4,4,4,4,4,4,3,4,4.00,3.83,3.92,NO,NA,NO,2
E550,Male,Chennai,RM1,PGDM/MBA_Mkt,YES,30,1,,2.4,3,Reference,3.9,4.07,0,1,4,4,2,2.8,4,5,4,3,5,4,5,4,4,4,4,4,4,5,4,4,3,4,3.75,4.00,3.88,,,,3
E551,Female,Chennai,RM3,PGDM/MBA_Mkt,NO,29,0,Personal,3.1,11.5,Campus,3.8,NA,0,2,5,2,3,3.0,4,4,4,3,2,4,4,4,3,5,1,1,4,4,2,4,3,3,3.20,3.33,3.26,NO,NA,NO,3
E552,Male,NCR,RM1,PGDM/MBA_Mkt,YES,27,0,Better Prospects,0.7,3.2,Reference,NJ-16,NJ-16,0,3,5,3,4,3.8,4,4,4,4,1,4,4,5,1,3,5,5,4,5,3,4,5,3,3.65,4.00,3.83,NO,NA,NO,3
E553,Female,Mumbai,RM2,MBA(Tier 1) ,YES,38,1,,0,0,Reference,NJ-16,NJ-16,0,5,4,4,2,3.8,4,4,5,4,1,2,5,4,4,3,4,3,4,3,5,4,4,4,3.59,4.00,3.80,,,,5
E554,Male,Chennai,RM3,PGDM/MBA_Mkt,NO,23,1,,2.9,9.6,Walk in,4.0,3.65,0,5,4,4,3,4.0,4,3,4,3,4,5,4,4,3,5,5,5,4,5,3,4,4,4,4.08,4.00,4.04,,,,4
E555,Female,Bangalore,RM4,PGDM/MBA_Mkt,YES,26,1,,0.9,21.8,Online,NJ-16,NJ-16,0,5,4,4,2,3.8,3,4,4,4,4,3,5,3,5,4,4,4,4,5,4,3,5,4,3.87,4.17,4.02,,,,4
E556,Male,Chennai,RM1,PGDM/MBA_Mkt,NO,25,0,Better Prospects,0.2,3.2,Campus,NJ-16,NJ-16,0,5,4,4,1,3.5,3,4,5,3,3,2,5,4,4,4,3,3,5,4,3,4,4,5,3.58,4.17,3.87,NO,NA,NO,4
E557,Male,Chennai,RM1,BCOM,NO,24,1,,1.6,1.8,Reference,NJ-15,3.61,0,4,4,4,3,3.8,4,4,4,4,3,4,4,4,4,4,3,2,4,4,2,5,4,4,3.69,3.83,3.76,,,,1
E558,Male,NCR,RM3,PGDM/MBA_Mkt,NO,24,0,Personal,5.2,9.2,Campus,4.3,NA,2,4,4,4,3,3.8,4,4,4,4,1,2,4,2,1,5,4,4,4,4,1,3,4,4,3.38,3.33,3.36,NO,NA,NO,2
E559,Male,Chennai,RM1,PGDM/MBA_Mkt,NO,22,1,,3,3,Walk in,4.0,3.87,0,5,4,4,5,4.5,4,4,4,4,4,2,5,2,3,5,4,4,4,5,4,5,4,5,3.97,4.50,4.24,,,,2
E560,Male,Bangalore,RM2,PGDM/MBA_Mkt,NO,24,0,Better Prospects,2.5,6.7,Online,4.0,NA,0,4,4,5,4,4.3,1,3,4,4,4,2,4,4,4,4,2,4,4,2,5,3,4,4,3.58,3.67,3.63,NO,NA,NO,3
E561,Male,NCR,RM5,PGDM/MBA_Mkt,YES,38,1,,4.2,27.9,Walk in,3.7,3.98,2,5,4,5,4,4.5,2,3,4,4,2,3,5,2,2,3,4,4,4,5,4,4,5,4,3.57,4.33,3.95,,,,2
E562,Female,NCR,RM5,PGDM/MBA_Mkt,NO,29,1,,3.9,31.7,Reference,4.1,4.17,0,4,5,5,4,4.5,3,4,4,4,2,2,5,4,4,5,4,4,4,4,4,4,4,4,3.97,4.00,3.99,,,,4
E563,Male,Bangalore,RM1,PGDM/MBA_Mkt,NO,26,1,,0,2,IJP,NJ-16,NJ-16,0,1,5,4,5,3.8,1,4,5,4,4,4,4,4,1,5,5,5,4,4,3,3,5,4,3.79,3.83,3.81,,,,1
E564,Female,Bangalore,RM1,BBA,YES,35,1,,2.3,3.9,Online,4.1,3.87,0,5,4,5,1,3.8,2,4,4,4,3,3,5,4,4,5,5,5,4,4,3,5,1,4,3.93,3.50,3.71,,,,3
E565,Male,Mumbai,RM2,PGDM/MBA_Mkt,NO,25,1,,3.2,5.1,Reference,4.2,3.98,0,5,4,5,5,4.8,4,5,4,3,4,2,4,3,2,4,4,4,5,5,4,5,5,4,3.93,4.67,4.30,,,,1
E566,Female,Bangalore,RM3,PGDM/MBA_Mkt,YES,29,0,Better Prospects,3.8,12,IJP,3.6,NA,0,2,4,1,4,2.8,5,5,5,4,4,1,4,4,2,3,2,2,5,1,2,5,1,3,3.22,2.83,3.03,NO,NA,NO,5
E567,Male,Bangalore,RM1,PGDM/MBA_Mkt,NO,28,0,Location,2.2,3.2,Online,3.8,NA,0,5,4,2,4,3.8,2,4,3,4,4,4,4,3,3,5,3,3,4,5,4,5,2,4,3.56,4.00,3.78,NO,NA,NO,1
E568,Male,NCR,RM1,PGDM/MBA_Mkt,NO,28,0,Better Prospects,1.2,3.4,IJP,NJ-15,NA,0,4,4,2,4,3.5,3,5,4,5,4,3,4,4,1,5,4,4,4,5,1,4,2,4,3.72,3.33,3.52,NO,NA,NO,1
E569,Female,Bangalore,RM2,PGDM/MBA_Mkt,NO,30,1,,4.2,3.1,IJP,4.1,3.61,1,4,5,3,5,4.3,4,5,3,4,4,4,4,4,1,4,4,4,4,4,5,4,4,4,3.90,4.17,4.03,,,,3
E570,Female,Mumbai,RM3,PGDM/MBA_Mkt,NO,27,0,Better Prospects,1.9,9,Online,NJ-15,NA,0,5,4,4,5,4.5,2,5,5,4,4,4,4,4,4,4,2,2,4,5,3,4,3,4,3.91,3.83,3.87,NO,NA,NO,2
E571,Male,Bangalore,RM1,PGDM/MBA_Mkt,YES,32,1,,1.1,2.7,Online,NJ-15,3.98,0,3,4,4,4,3.8,3,3,5,5,3,2,4,5,4,4,5,5,4,5,5,4,4,4,3.90,4.33,4.12,,,,2
E572,Female,NCR,RM4,PGDM/MBA_Mkt,YES,39,1,,5.6,19.6,IJP,4.3,3.43,2,4,4,2,4,3.5,2,5,5,4,1,3,4,3,2,4,4,4,4,5,3,4,4,4,3.44,4.00,3.72,,,,2
E573,Male,Bangalore,RM1,PGDM/MBA_Mkt,YES,26,0,Better Prospects,1.6,4,IJP,NJ-15,NA,0,3,4,4,5,4.0,1,1,4,4,4,4,4,4,3,4,2,1,4,3,5,4,2,4,3.31,3.67,3.49,NO,NA,NO,5
E574,Female,Bangalore,RM2,PGDM/MBA_Mkt,NO,28,1,,1.7,5.1,IJP,NJ-15,3.56,0,2,4,4,5,3.8,3,5,4,5,2,4,4,2,4,4,4,4,4,4,1,4,4,4,3.72,3.50,3.61,,,,3
E575,Female,Mumbai,RM5,PGDM/MBA_Mkt,NO,25,1,,6.9,34,IJP,4.3,3.98,1,2,4,5,5,4.0,3,1,4,4,1,1,4,4,4,5,4,2,5,2,2,5,2,4,3.33,3.33,3.33,,,,3
E576,Male,Bangalore,RM1,PGDM/MBA_Mkt,NO,24,0,Better Prospects,0.3,3,Reference,NJ-16,NJ-16,0,1,5,3,5,3.5,5,2,5,3,4,4,5,4,1,3,3,4,4,4,3,5,4,4,3.56,4.00,3.78,NO,NA,NO,2
E577,Female,Chennai ,RM2,PGDM/MBA_Mkt,NO,24,0,Personal,2.8,4.2,IJP,4.1,NA,0,5,4,2,5,4.0,4,1,5,4,4,3,5,4,5,5,3,3,5,4,4,5,1,4,3.86,3.83,3.85,NO,NA,NO,4
E578,Female,NCR,RM1,PGDM/MBA_Mkt,YES,28,0,Location,0.7,3.6,Reference,NJ-16,NJ-16,0,1,4,4,3,3.0,4,4,4,4,4,5,4,3,2,4,4,4,4,4,3,3,3,4,3.59,3.50,3.54,NO,NA,NO,1
E579,Male,Bangalore,RM2,PGDM/MBA_Mkt,YES,29,0,Higher Education,2.2,4.9,Online,3.7,NA,0,5,5,4,2,4.0,4,2,5,4,4,4,5,4,4,5,3,3,5,4,2,5,1,4,3.94,3.50,3.72,NO,NA,NO,3
E580,Male,Mumbai,RM3,PGDM/MBA_Mkt,NO,23,1,,2.7,10.4,Reference,4.0,3.65,0,4,5,5,4,4.5,5,3,4,4,1,4,5,2,3,4,5,5,4,5,1,4,4,4,3.95,3.67,3.81,,,,4
E581,Male,Mumbai,RM1,PGDM/MBA_Mkt,YES,33,1,,2.5,5,IJP,3.7,4.58,0,4,4,4,4,4.0,1,5,5,4,3,4,4,3,4,5,4,4,4,5,4,5,4,5,3.86,4.50,4.18,,,,2
E582,Male,Bangalore,RM2,PGDM/MBA_Mkt,YES,31,1,,1.9,2.9,Walk in,NJ-15,3.86,0,4,3,5,4,4.0,5,5,5,4,4,3,4,3,4,3,4,4,4,4,2,4,3,4,4.00,3.50,3.75,,,,4
E583,Female,NCR,RM3,PGDM/MBA_Mkt,YES,27,1,,4.2,12.3,IJP,4.2,NA,1,5,3,4,4,4.0,4,5,5,4,3,4,5,4,4,3,4,4,4,5,1,5,4,2,4.06,3.50,3.78,,,,1
E584,Female,NCR,RM1,PGDM/MBA_Mkt,NO,26,0,Personal,3,3,Reference,3.5,NA,0,5,5,3,1,3.5,4,5,5,4,2,1,4,4,4,4,4,4,4,4,4,3,5,4,3.68,4.00,3.84,NO,NA,NO,3
E585,Female,NCR,RM1,PGDM/MBA_Mkt,NO,32,1,,3,4.6,Reference,4.2,3.87,0,4,5,5,4,4.5,4,3,5,4,1,4,5,4,4,4,5,5,4,5,2,5,2,4,4.13,3.67,3.90,,,,2
E586,Male,Mumbai,RM4,PGDM/MBA_Mkt,NO,26,1,,1.7,20.3,Reference,NJ-15,4.00,0,5,4,4,4,4.3,5,3,5,4,3,5,4,3,4,4,2,2,4,4,5,5,2,4,3.84,4.00,3.92,,,,4
E587,Female,Chennai ,RM2,PGDM/MBA_Mkt,NO,31,1,,0,3.6,Online,NJ-16,NJ-16,0,5,5,5,4,4.8,5,4,4,4,5,4,5,3,3,4,5,5,5,5,2,5,2,4,4.38,3.83,4.11,,,,1
E588,Female,Bangalore,RM1,PGDM/MBA_Mkt,YES,25,0,Personal,0.3,2.8,Online,NJ-16,NJ-16,0,5,4,4,2,3.8,4,4,5,4,2,2,4,5,5,4,4,4,4,5,2,3,1,4,3.89,3.17,3.53,NO,NA,NO,2
E589,Female,Bangalore,RM3,PGDM/MBA_Mkt,NO,24,1,,4.2,10.9,Online,4.2,3.65,1,3,5,5,5,4.5,4,3,4,4,3,5,4,2,4,4,5,4,4,5,1,4,3,4,4.03,3.50,3.76,,,,1
E590,Male,Mumbai,RM1,PGDM/MBA_Mkt,NO,22,0,Better Prospects,2.3,4.5,Online,4.2,NA,0,5,5,3,3,4.0,5,4,4,4,4,2,4,3,3,4,1,1,4,4,3,4,1,4,3.45,3.33,3.39,NO,NA,NO,4
E591,Female,NCR,RM1,PGDM/MBA_Mkt,NO,24,0,Absconding,1.6,4,Reference,NJ-15,NA,0,1,4,5,2,3.0,5,4,5,3,2,1,4,4,1,3,5,5,5,5,2,4,3,4,3.35,3.83,3.59,NO,NA,NO,2
E592,Male,Bangalore,RM2,PGDM/MBA_Mkt,NO,21,0,Personal,1.8,5.4,IJP,NJ-15,NA,0,5,4,2,4,3.8,5,4,5,4,3,1,4,3,4,4,4,4,5,4,4,4,2,4,3.74,3.83,3.79,NO,NA,NO,3
E593,Male,Bangalore,RM1,PGDM/MBA_Mkt,NO,24,0,Job Environment ,0.7,3.9,IJP,NJ-16,NJ-16,0,1,5,1,4,2.8,5,5,4,5,2,4,5,1,4,4,4,4,4,4,2,4,2,3,3.54,3.17,3.36,NO,NA,NO,5
E594,Female,Chennai,RM3,PGDM/MBA_Mkt,NO,23,1,,0.2,13,Walk in,NJ-16,NJ-16,0,2,4,4,4,3.5,5,4,5,4,2,4,4,4,4,3,1,1,4,2,3,5,4,4,3.46,3.67,3.56,,,,4
E595,Male,Chennai,RM1,PGDM/MBA_Mkt,NO,27,0,Location,1.6,3.9,IJP,NJ-15,NA,0,1,4,2,4,2.8,4,5,5,4,4,4,4,3,5,5,2,3,3,1,1,5,2,4,3.65,2.67,3.16,NO,NA,NO,2
E596,Female,Chennai,RM1,PGDM/MBA_Mkt,NO,25,0,Absconding,3,3,Reference,4.1,NA,0,4,5,2,1,3.0,2,3,4,4,5,3,5,2,2,5,3,3,5,4,4,4,5,4,3.31,4.33,3.82,NO,NA,NO,3
E597,Female,Chennai,RM3,PGDM/MBA_Mkt,NO,27,0,Higher Education,0,12.7,Reference,NJ-16,NJ-16,0,2,4,2,4,3.0,4,2,4,4,2,1,4,4,3,5,4,4,3,4,2,5,3,4,3.29,3.50,3.40,NO,NA,NO,3
E598,Female,Mumbai,RM4,PGDM/MBA_Mkt,YES,33,0,Higher Education,2.3,19.7,Reference,3.9,NA,0,4,3,3,4,3.5,4,4,4,4,2,4,5,2,4,5,4,4,5,4,3,4,3,1,3.74,3.33,3.53,YES,UA,,2
E599,Male,Bangalore,RM1,BBA,YES,24,0,Personal,0,2.9,Agency,NJ-16,NJ-16,0,5,3,3,4,3.8,4,1,4,5,5,4,4,5,3,5,4,4,5,4,1,5,2,3,3.90,3.33,3.62,NO,NA,NO,2
E600,Female,NCR,RM2,MBA(Tier 1) ,NO,23,0,Better Prospects,0.3,0.3,Online,NJ-16,NJ-16,0,4,5,2,2,3.3,4,2,4,4,2,2,4,5,3,5,4,4,4,4,3,4,4,4,3.47,3.83,3.65,NO,NA,NO,1
E601,Male,NCR,RM3,PGDM/MBA_Mkt,NO,29,0,Personal,0.4,13.4,Reference,NJ-16,NJ-16,0,5,5,4,5,4.8,1,3,4,4,2,2,4,1,4,5,3,3,5,5,1,5,1,5,3.50,3.67,3.58,NO,NA,NO,4
E602,Male,Bangalore,RM1,PGDM/MBA_Mkt,NO,28,0,Personal,0.5,3,Campus,NJ-16,NJ-16,0,4,4,3,3,3.5,4,4,4,4,4,4,4,3,4,5,3,3,4,5,4,3,3,2,3.72,3.50,3.61,NO,NA,NO,2
E603,Female,Chennai,RM1,PGDM/MBA_Mkt,NO,27,1,,0,2.9,Online,NJ-16,NJ-16,0,5,3,4,2,3.5,4,2,5,3,2,3,4,3,4,5,5,5,5,5,4,3,1,5,3.70,3.83,3.76,,,,4
E604,Female,Bangalore,RM2,PGDM/MBA_Mkt,YES,31,0,Better Prospects,0.9,5.7,Online,NJ-16,NJ-16,0,4,4,4,4,4.0,4,5,4,4,2,4,4,2,4,5,4,2,5,3,2,5,4,5,3.77,4.00,3.89,NO,NA,NO,3
E605,Male,Chennai,RM3,PGDM/MBA_Mkt,YES,31,0,Personal,1.1,12.6,IJP,NJ-15,NA,0,3,4,3,3,3.2,4,5,4,4,4,5,5,2,5,4,2,2,4,5,1,3,2,4,3.65,3.17,3.41,NO,NA,NO,2
E606,Female,Chennai,RM3,PGDM/MBA_Mkt,YES,33,0,Higher Education,2.4,13.4,Walk in,4.1,NA,0,2,3,2,4,2.8,5,3,4,4,1,4,4,2,3,4,3,3,4,4,4,5,4,4,3.16,4.17,3.66,YES,UA,,2
E607,Female,Mumbai,RM1,PGDM/MBA_Mkt,NO,22,1,,0,4.3,Walk in,NJ-16,NJ-16,0,5,4,4,4,4.3,3,4,4,4,4,4,4,4,4,3,5,5,4,5,4,4,2,3,4.07,3.67,3.87,,,,1
E608,Female,NCR,RM1,PGDM/MBA_Mkt,NO,23,0,Location,0.7,3.1,IJP,NJ-16,NJ-16,0,3,4,3,2,2.9,2,1,5,4,3,4,4,4,5,4,4,4,5,4,1,4,1,2,3.45,2.83,3.14,NO,NA,NO,1
E609,Female,NCR,RM1,PGDM/MBA_Mkt,NO,26,0,Personal,0.6,3.7,Online,NJ-16,NJ-16,0,5,5,2,4,4.0,4,3,4,4,3,4,4,3,2,5,4,4,4,4,4,4,3,4,3.78,3.83,3.81,NO,NA,NO,2
E610,Male,NCR,RM3,PGDM/MBA_Mkt,NO,24,0,Personal,0,13,IJP,NJ-16,NJ-16,0,5,3,2,4,3.5,4,3,4,4,3,3,5,5,5,3,4,4,4,4,2,5,2,5,3.79,3.67,3.73,NO,NA,NO,2
E611,Female,Bangalore,RM4,PGDM/MBA_Mkt,NO,26,1,,0.5,24.3,Reference,NJ-16,NJ-16,0,5,5,3,4,4.3,4,4,4,3,5,5,4,2,5,5,4,4,4,5,3,5,2,3,4.15,3.67,3.91,,,,4
E612,Female,Bangalore,RM1,PGDM/MBA_Mkt,NO,25,0,Better Prospects,0.3,3.3,Campus,NJ-16,NJ-16,0,1,5,4,1,2.8,4,3,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,5,3.51,4.33,3.92,NO,NA,NO,4
E613,Male,Mumbai,RM3,PGDM/MBA_Mkt,YES,34,0,Better Prospects,0,10.7,Reference,NJ-16,NJ-16,0,2,5,5,4,4.0,1,4,4,4,2,2,4,3,4,4,3,3,4,4,4,3,1,1,3.41,2.83,3.12,NO,NA,NO,4
E614,Female,Bangalore,RM5,PGDM/MBA_Mkt,YES,62,0,Higher Education,2.7,36.1,IJP,4.3,NA,1,1,4,2,3,2.5,4,2,3,4,1,1,4,3,3,4,2,2,3,4,4,5,2,4,2.68,3.67,3.17,NO,NA,NO,5
E615,Male,Chennai ,RM2,PGDM/MBA_Mkt,YES,30,0,Involuntary,0,4.8,IJP,NJ-16,NJ-16,0,3,5,3,4,3.8,4,1,5,4,4,4,5,4,2,4,4,4,4,5,1,3,1,5,3.71,3.17,3.44,NO,NA,NO,4
E616,Female,Bangalore,RM1,PGDM/MBA_Mkt,NO,27,0,Personal,1.2,4.2,IJP,NJ-15,NA,0,5,4,2,3,3.5,4,2,4,4,4,4,4,4,4,4,5,5,3,5,1,5,4,4,3.81,3.67,3.74,NO,NA,NO,2
E617,Male,Bangalore,RM1,PGDM/MBA_Mkt,NO,26,0,Involuntary,3,4.1,Reference,4.1,NA,0,2,4,5,2,3.3,2,3,5,5,4,4,4,4,5,5,3,3,5,1,4,4,2,5,3.66,3.50,3.58,NO,NA,NO,3
E618,Male,NCR,RM3,PGDM/MBA_Mkt,YES,29,1,,4.5,11.43,Reference,4.6,NA,1,5,3,5,4,4.3,5,2,4,5,4,4,4,4,3,5,5,5,5,5,3,5,3,5,4.13,4.33,4.23,,,,3
E619,Female,Bangalore,RM1,PGDM/MBA_Mkt,NO,30,0,Better Prospects,1.6,2.7,Online,NJ-15,NA,0,5,4,3,4,4.0,3,5,4,5,1,1,4,4,5,5,5,3,4,5,2,3,3,5,3.78,3.67,3.73,NO,NA,NO,1
E620,Male,Chennai ,RM2,PGDM/MBA_Mkt,NO,29,1,,3.5,3.9,IJP,3.0,3.86,0,4,5,4,4,4.3,2,4,4,3,3,3,5,4,1,3,4,3,4,3,4,4,4,5,3.58,4.00,3.79,,,,5
E621,Male,Chennai,RM3,PGDM/MBA_Mkt,NO,29,0,Better Prospects,3.7,12.5,Walk in,3.8,NA,0,3,4,1,4,3.0,4,4,4,4,4,4,4,4,5,4,4,4,4,2,4,5,5,4,3.73,4.00,3.86,YES,UA,,2
E622,Male,Bangalore,RM1,BBA,NO,28,1,,0.2,2.5,Reference,NJ-16,NJ-16,0,5,4,5,4,4.5,3,4,3,4,3,3,3,5,2,4,4,4,5,4,4,5,1,4,3.75,3.75,3.75,,,,4
E623,Female,Chennai ,RM4,PGDM/MBA_Mkt,YES,31,1,,3.7,21.6,Reference,4.5,3.93,1,5,5,5,4,4.8,4,4,4,4,3,3,2,1,2,4,3,2,4,4,3,5,2,5,3.51,3.83,3.67,,,,1
E624,Male,Chennai,RM3,PGDM/MBA_Mkt,YES,34,0,Involuntary,2.8,12.6,Reference,3.9,NA,0,5,5,3,4,4.3,4,5,4,4,4,4,1,2,1,4,4,3,4,4,1,5,4,4,3.54,3.61,3.58,YES,UA,,3
E625,Male,NCR,RM1,PGDM/MBA_Mkt,NO,28,0,Involuntary,0.4,3.2,Reference,NJ-16,NJ-16,0,5,4,3,3,3.8,2,2,4,3,4,4,2,4,2,3,4,5,4,4,4,4,2,3,3.44,3.50,3.47,NO,NA,NO,5
E626,Female,Bangalore,RM2,PGDM/MBA_Mkt,NO,26,1,,2.7,4.1,IJP,4.0,4.67,0,4,4,5,4,4.3,4,3,4,5,4,4,3,4,3,4,4,4,4,5,4,3,4,4,3.97,3.94,3.96,,,,3
E627,Male,Bangalore,RM3,PGDM/MBA_Mkt,NO,24,0,Higher Education,3.8,10.9,Reference,4.0,NA,0,3,4,2,3,3.0,4,5,4,3,4,4,3,3,4,4,3,4,4,4,2,5,3,5,3.53,3.83,3.68,YES,UA,,4
E628,Male,Chennai,RM1,BCOM,NO,25,1,,0,0,IJP,NJ-16,NJ-16,0,2,5,4,1,3.0,4,4,3,4,1,1,2,2,2,4,4,4,4,5,4,5,2,3,2.94,3.78,3.36,,,,3
